title,authors,tags,quality_rating,rating_label,key_review,date_added
法語考試詞彙聯想速記,吕玉冬,#中譯、3. language,1.0,無法評估,中文原創，無英語世界評價資料,2025-10-15 10:23:38.407501
斜槓時代的高效閱讀法,山口周,#台版、2. methodology,,無法評估,日文原創作品，無法以英語學術資源評估,2025-10-15 10:23:38.441607
邏輯學導論 第11版,Irving Copi,#中譯、2. philosophy、📚哲學導論,5.0,邏輯學經典教材,原名 Introduction to Logic，大學邏輯學標準教科書，經典中的經典,2025-10-15 10:23:38.575814
創造力的修行,Rick Rubin,#台版、3. aesthetic/design,,,,2025-10-24 07:10:13.104099
德古拉,Bram Stoker,#台版、1. classic,5.0,學科經典,哥德文學正典，吸血鬼小說鼻祖。原書名：Dracula,2025-10-24 07:10:13.226337
當我們不再理解世界,Benjamín Labatut,#中譯、1. fiction,4.0,領域重要作品,國際布克獎入圍，科學史與文學的創新結合。原書名：When We Cease to Understand the World,2025-10-24 07:10:13.297579
偉大的思想 (中英雙語版 全48冊),企鵝經典系列,#中譯、1. classic,4.0,領域重要作品,企鵝經典思想選集，收錄正典級思想家但屬編輯產品。,2025-10-24 07:10:13.318346
市場街的斯賓諾莎,Isaac Bashevis Singer,#中譯、1. fiction,5.0,學科經典,1978年諾貝爾文學獎得主短篇集，意第緒文學正典。原書名：The Spinoza of Market Street,2025-10-24 07:10:13.344926
文學理論導讀,Terry Eagleton,#台版、1. BoB、📚文學導論,5.0,學科教科書,1983 出版，銷售逾 75 萬冊，NYT 稱「簡明有力」，文學理論標準入門,2025-10-24 08:07:57.588231
納博科夫文學講稿三種,ladimir Nabokov,#中譯、1. BoB,5.0,學科經典,包含俄國文學/歐洲文學/堂吉訶德講稿，形式批評典範之作,2025-10-27 04:21:40.794136
文章家與先知,Harold Bloom,#中譯、1. BoB,3.0,批評文集,Bloom 20 週年紀念系列之一，論 Nietzsche、Freud 等，為學生編纂,2025-10-27 04:21:40.825418
内心活動,J. M. Coetzee,#中譯、1. BoB,5.0,諾獎得主文論,2003 年諾貝爾文學獎得主批評文集，學術價值極高，南非文學研究必讀,2025-10-27 04:21:40.881280
文學的40堂公開課,John Sutherland,#台版、2. methodology、1. BoB,3.0,通俗入門,2013 Yale Little History 系列，為青少年/一般讀者設計的文學導覽,2025-10-27 04:21:40.907337
故事開始了,Amos Oz,#中譯、1. BoB,3.0,作家隨筆,1996 以色列重要作家論小說開頭，NYT 稱「閃亮的散文集」，非學術經典,2025-10-27 04:21:40.996754
小說的藝術,David Lodge,#中譯、1. BoB,4.0,文學入門佳作,Birmingham 大學教授，兩度入圍 Booker 獎，The Art of Fiction 為通俗文學批評典範,2025-10-27 04:21:41.020163
不語,Jesse Ball,#中譯、1. fiction,2.0,小眾特定用途,NYT Book Review編輯推薦，風格獨特但屬小眾實驗性文學小說。原書名：Silence Once Begun,2025-10-27 04:24:15.686833
如何把事情做到最好,Georqe Leonard,#中譯、4. self-dev,5.0,領域經典,原名 Mastery，合氣道大師/Esalen 共同創辦人，精通之道經典之作,2025-10-27 04:24:15.819853
記憶縈迴 布魯姆文學回憶錄,Harold Bloom,#中譯、1. BoB、1. bio,4.0,文學回憶錄,Harold Bloom 回憶錄，當代最具影響力文學批評家,2025-10-27 04:24:15.847843
蘇珊·桑塔格全集,Susan Sontag,#中譯、2. sociology/science,5.0,學科經典,20 世紀最具影響力知識分子之一，《乜攖詮釋》1966 年出版後影響數代讀者，文化批評經典,2025-10-27 04:24:15.884241
美國的反智傳統,Richard Hofstadter,#台版、2. sociology/science、📚人為什麼反智,5.0,學科經典,1964 年普立茲獎，Columbia 大學教授，美國智識史里程碑，Library of America 收錄,2025-10-27 04:24:15.916192
神秘化身,Tana French,#台版、1. fiction、📚Dark Academia,3.0,暢銷好評,Dublin Murder Squad系列，好評推理但非經典。原書名：The Likeness,2025-10-27 04:24:15.992439
獻祭的少女,Alex Michaelides,#中譯、1. fiction、📚Dark Academia,3.0,暢銷好評,暢銷驚悚小說。原書名：The Maidens,2025-10-27 04:24:16.020252
專業之死,Tom Nichols,#台版、2. sociology/science、📚人為什麼反智,4.0,學術佳作,Naval War College/Harvard 教授，OUP 出版，反智主義與專家權威分析，Kirkus 稱「尖銳分析」,2025-10-27 04:24:16.046851
企鵝經典：小黑書（中英雙語·共五輯）,企鵝經典系列,#中譯、1. classic,4.0,領域重要作品,企鵝出版社經典選集，策展品質高但屬編輯產品非原創。,2025-10-27 04:24:16.080161
災難物理學專題,Marisha Pessl,#中譯、1. fiction、📚Dark Academia,3.0,暢銷好評,NYT Notable Book，才華洋溢的首作但非經典。原書名：Special Topics in Calamity Physics,2025-10-27 04:24:16.119468
耶魯大學公開課 文學理論,Paul H. Fry,#中譯、1. BoB、📚文學導論,4.0,教學名著,Yale Open Course 最受歡迎課程，26 講文學理論巡禮，2011 Sondheim 教學獎,2025-10-27 04:34:07.288120
閱讀的寓言,Paul de Man,#中譯、1. BoB、📚文學導論,5.0,解構主義經典,1979 Yale 出版，解構主義奠基之作，與 Derrida 並列解構批評巨擘,2025-10-27 04:34:19.884027
天真的和感傷的小說家,Orhan Pamuk,#中譯、1. BoB,5.0,諾獎得主文論,2006 年諾貝爾文學獎得主，哈佛 Norton 講座，小說理論重要著作,2025-10-27 05:07:32.239071
幸福,Oxford,#中譯、2. sociology/science,4.0,學術入門佳作,Oxford Very Short Introduction 系列，幸福哲學與心理學專家導論,2022-01-19 16:00:00
癌症,Oxford,#中譯、2. sociology/science,4.0,學術入門佳作,Oxford Very Short Introduction 系列，癌症科學專家導論,2022-01-19 16:00:00
大數據,Oxford,#中譯、2. sociology/science,4.0,學術入門佳作,Oxford Very Short Introduction 系列，大數據概念專家導論,2022-01-19 16:00:00
大蕭條與羅斯福新政,Oxford,#中譯、2. sociology/science,4.0,學術入門佳作,Oxford Very Short Introduction 系列，美國經濟史重要時期專家導論,2022-01-19 16:00:00
德國文學,Oxford,#中譯、2. sociology/science,4.0,學術入門佳作,Oxford Very Short Introduction 系列，德國文學史專家導論,2022-01-19 16:00:00
德里達,Oxford,#中譯、2. sociology/science,4.0,學術入門佳作,Oxford Very Short Introduction 系列，解構主義哲學家專家導論,2022-01-19 16:00:00
電影,Oxford,#中譯、2. sociology/science,4.0,學術入門佳作,Oxford Very Short Introduction 系列，電影學專家導論,2022-01-19 16:00:00
電影音樂,Oxford,#中譯、2. sociology/science,4.0,學術入門佳作,Oxford Very Short Introduction 系列，電影配樂專家導論,2022-01-19 16:00:00
俄羅斯文學,Oxford,#中譯、2. sociology/science,4.0,學術入門佳作,Oxford Very Short Introduction 系列，OUP 出版，銷售逾 800 萬冊的學術普及系列,2022-01-19 16:00:00
古典文學,Oxford,#中譯、2. sociology/science,4.0,學術入門佳作,Oxford Very Short Introduction 系列，OUP 出版的古典文學導論,2022-01-19 16:00:00
休謨,Oxford,#中譯、2. sociology/science,4.0,學術入門佳作,Oxford Very Short Introduction 系列，專家撰寫，Independent 稱「思考型讀者的維基百科」,2022-01-19 16:00:00
古典哲學的趣味,Oxford,#中譯、2. sociology/science、📚哲學導論,4.0,學術入門佳作,Oxford Very Short Introduction 系列，專家撰寫的古典哲學入門,2022-01-19 16:00:00
文學理論入門,Oxford,#中譯、2. sociology/science、📚文學導論,4.0,學術入門佳作,Oxford Very Short Introduction 系列，文學理論專家導論,2022-01-19 16:00:00
贊美閒散,Bertrand Russell,#中譯、1. non-fiction,5.0,學科經典,1935 年出版，1950 年諾貝爾文學獎得主，Harper's 原載，工作與閒暇哲學經典,2025-11-03 08:36:12.919443
死亡詩社,N.H. Kleinbaum,#中譯、1. fiction,3.0,暢銷好評,電影經典的小說化，文化影響大但書本身為衍生作品。原書名：Dead Poets Society,2025-11-03 08:37:53.554916
意義地圖：如何活出生命的意義,Jordan B. Peterson,#中譯、2. philosophy,3.0,爭議作品,原名 Maps of Meaning，成名前學術著作，評價兩極,2025-11-03 08:41:19.957940
一本小小的藍色邏輯書,Brandon Royal,#中譯、2. philosophy、📚哲學導論,3.0,實用工具書,原名 The Little Blue Reasoning Book，邏輯/考試導向,2025-11-03 08:44:05.065458
簡單的邏輯學,D.Q.Mclnerny,#中譯、2. philosophy、📚哲學導論,3.0,實用入門,原名 Being Logical，邏輯思考入門，實用導向,2025-11-03 08:44:05.122543
與伊壁鳩魯一起學習看見,Angelique Gaillon-Jacquel,#中譯、2. philosophy,3.0,哲學入門,法國哲學家入門系列，伊比鳩魯導讀,2025-11-10 07:51:57.491308
與亞里士多德一起投入行動,Damien Clerget-Gurnaud,#中譯、2. philosophy,3.0,哲學入門,法國哲學家入門系列，實踐哲學導讀,2025-11-10 07:51:57.517787
與薩特一起升維認知,Frederic Allouche,#中譯、2. philosophy,3.0,哲學入門,法國哲學家入門系列，薩特導讀,2025-11-10 07:51:57.534832
與笛卡兒一起超越慾望,Mathias Roux,#中譯、2. philosophy,3.0,哲學入門,法國哲學家入門系列，笛卡兒導讀,2025-11-10 07:51:57.554024
與海德格爾一起認識自我,Celine Belloq,#中譯、2. philosophy,3.0,哲學入門,法國哲學家入門系列，海德格爾導讀,2025-11-10 07:51:57.572278
與斯賓諾莎一起獲得自由,Balthasar Thomass,#中譯、2. philosophy,3.0,哲學入門,法國哲學家入門系列，斯賓諾莎導讀,2025-11-10 07:51:57.591047
與帕斯卡一起反脆弱性,Frederic Allouche,#中譯、2. philosophy,3.0,哲學入門,法國哲學家入門系列，帕斯卡導讀,2025-11-10 07:51:57.610393
與尼采一起創造自己,Balthasar Thomass,#中譯、2. philosophy,3.0,哲學入門,法國哲學家入門系列，尼采導讀,2025-11-10 07:51:57.628463
與叔本華一起穿越痛苦,Celine Belloq,#中譯、2. philosophy,3.0,哲學入門,法國哲學家入門系列，叔本華悲觀主義導讀,2025-11-10 07:51:57.647075
與克爾凱郭爾一起守護激情,Damien Clerget-Gurnaud,#中譯、2. philosophy,3.0,哲學入門,法國哲學家入門系列，存在主義先驅導讀,2025-11-10 07:51:57.666007
多謝不閱,Dubravka Ugrešić,#中譯、1. BoB,4.0,流亡作家文論,克羅埃西亞流亡作家，歐洲文學獎得主，文學批評犀利獨特,2025-11-10 08:05:16.403476
喬凡尼的房間,James A. Baldwin,#台版、1. fiction、#PDF,5.0,學科經典,美國文學正典，Baldwin最重要作品之一，酷兒文學里程碑。原書名：Giovanni's Room,2025-11-10 08:05:16.536532
道林·格雷的畫像,Oscar Wilde,#中譯、1. classic,5.0,學科經典,唯美主義文學經典，Wilde唯一長篇（另一版本）。原書名：The Picture of Dorian Gray,2025-11-10 08:05:16.567127
認知覺醒：開啟自我改變的原動力,周嶺,#中譯、4. self-dev,,無法評估,,2025-11-10 08:05:16.581466
經濟學的40堂公開課,Niall Kishtainy,#台版、2. sociology/science,4.0,經濟學入門佳作,Yale 小歷史系列，LSE 經濟史學家著作，經濟學通識入門,2025-11-10 08:05:16.594244
那時候，我只剩下勇敢,Cheryl Strayed,#台版、1. non-fiction、1. bio、#PDF,5.0,回憶錄經典,原名 Wild，太平洋屋脊步道徒步回憶錄，改編電影,2025-11-10 08:05:16.610808
祖國,Robert Harris,#中譯、1. fiction,3.0,暢銷好評,架空歷史暢銷小說。原書名：Fatherland,2025-11-10 08:05:16.652030
獻給阿爾吉儂的花束,Daniel Keyes,#台版、1. fiction,5.0,學科經典,雨果獎＋星雲獎，科幻文學經典，廣泛被教授。原書名：Flowers for Algernon,2025-11-10 08:05:16.664119
心態制勝：超越評判、釋放潛能的內在秘訣,W. Timothy Gallwey,#中譯、4. self-dev,5.0,領域奠基之作,原名 The Inner Game of Tennis，1974 出版，運動/表現心理學開創性著作,2025-11-10 08:05:16.678097
油炸綠番茄,Fannie Flagg,#中譯、1. fiction,3.0,暢銷好評,暢銷小說，改編電影受歡迎但非文學經典。原書名：Fried Green Tomatoes,2025-11-10 08:05:16.697847
學問全圖解,茂木健一郎,#台版、2. methodology、#PDF,2.0,科普作品,日本知名科普作家，Sony CSL 研究員，著作逾 50 本，但學術引用有限,2025-11-10 08:05:17.543004
哲學的40堂公開課,Nigel Warburton,#台版、2. philosophy,4.0,哲學入門經典,原名 A Little History of Philosophy，Philosophy Bites 主持人，入門首選,2025-11-10 08:14:11.463252
科學的40堂公開課,William Bynum,#台版、2. sociology/science,4.0,科學史入門佳作,Yale 小歷史系列，Kirkus 星級評論，Wall Street Journal/Guardian/New Scientist 好評,2025-11-10 08:14:26.880199
宗教的40堂公開課,Richard Holloway,#台版、2. sociology/science,4.0,宗教入門佳作,Yale 小歷史系列，前愛丁堡主教著作，Guardian/Observer/FT 好評，宗教史通識佳作,2025-11-10 08:15:41.406419
文學之用,Rita Felski,#中譯、1. BoB,4.0,批評理論佳作,2008 Blackwell 宣言叢書，Gerald Graff 讚譽，為後批評運動奠基,2025-11-21 10:39:58.591931
批判的限度,Rita Felski,#中譯、1. BoB,4.0,當代批評轉向,2015 芝大出版，TLS 稱「最具野心的學科重估」，後批評運動核心著作,2025-11-21 10:39:58.845157
美國文學院最受歡迎的23堂小說課,Thomas C. Foster,#中譯、2. methodology、📚文學導論,3.0,暢銷好評,暢銷通俗文學導讀，面向一般讀者非學術經典,2025-11-21 10:47:02.915085
關鍵詞: 文學、批評與理論導論,Andrew Bennett| Nicholas Royle,#中譯、2. methodology、📚文學導論,4.0,領域重要作品,英國大學文學理論入門標準教科書，已出多版，廣泛採用,2025-11-21 10:47:57.399303
費曼的彩虹,Lconard Mlodinow,#中譯、1. bio,4.0,科學回憶錄,原名 Feynman's Rainbow，物理學家與費曼的對話回憶,2025-11-21 10:49:33.663367
英文研究論文寫作-關鍵句指引,廖柏森,#台版、2. methodology,,無法評估,中文原創作品，無法以英語學術資源評估,2025-11-21 10:50:14.796180
閱讀的方法,羅振宇,#中譯、2. methodology,,無法評估,中文原創作品，無法以英語學術資源評估,2025-11-21 10:54:17.880695
斯多葛生活哲學55個練習,Jonas Salzgeber,#台版、2. philosophy、2. mind,3.0,實用入門,原名 The Little Book of Stoicism，斯多葛入門練習，實用導向,2025-11-21 10:55:04.707978
當我們閱讀時，大腦是如何思維的,Daniel T. Willingham,#中譯、2. sociology/science,4.0,認知科學佳作,哈佛博士、維吉尼亞大學教授，閱讀認知科學研究，匹茲堡大學教授推薦,2025-11-21 10:57:04.463323
哈羅德·布魯姆文學批評集（套裝共6冊）,Harold Bloom,#中譯、📚文學導論,5.0,文學批評經典,耶魯學派代表，西方正典研究權威,2025-11-21 11:02:52.819638
一把扭曲的匕首,Anthony Horowitz,#中譯、1. fiction,3.0,暢銷好評,Hawthorne系列第四部，暢銷推理小說，好評但非經典。原書名：A Twist of the Knife,2026-01-07 12:18:50.272937
我在底層的生活,Barbara Ehrenreich,#台版、1. non-fiction,5.0,學科經典,2001 年出版，Guardian 21 世紀百大好書 #13，NYT 百大 #57，貧困調查報導經典,2026-01-07 12:22:38.216104
成功的反思,Michael J. Sandel,#台版、1. non-fiction,4.0,哲學佳作,Harvard 政治哲學教授，TLS/Guardian/Bloomberg 2020 年度好書，功績主義批判,2026-01-07 12:25:43.545708
長書當訴,Diana Athill,#中譯、1. bio,4.0,編輯回憶錄,原名 Somewhere Towards the End，Costa Book Award，傳奇編輯晚年反思,2026-01-12 08:51:44.854382
為你的生活寫作：布洛克小說一日課,Lawrence Block,#中譯、1. non-fiction,4.0,寫作指南佳作,1978 年初版持續再版，Edgar 獎/Shamus 獎得主，小說寫作心理與實務指南,2026-01-12 08:51:44.866973
為什麼魚不存在,Lulu Miller,#台版、2. sociology/science,4.0,科學散文佳作,NPR Invisibilia 共同創辦人，Washington Post/NPR/Smithsonian 2020 年度好書，LA Times 書獎決選,2026-01-12 08:51:44.886041
愛的知識 ：寫在哲學與文學之間,Martha C. Nussbaum,#中譯、2. philosophy,5.0,學術經典,原名 Love's Knowledge，芝大哲學家，倫理學與文學交叉研究經典,2026-01-12 08:51:44.968512
茱蒂絲‧瓊斯與美國二十世紀：大膽、非傳統，塑造美國文化的傳奇編輯,Sara B. Franklin,#台版、1. bio,4.0,出版業傳記,原名 The Editor，Knopf 傳奇編輯 Judith Jones 傳記,2026-01-12 08:51:44.993821
牛津通識讀本：哲學的思與惑,Edward Craig,#中譯、2. philosophy,4.0,入門經典,原名 Philosophy: A Very Short Introduction，劍橋哲學家，牛津通識系列,2026-01-12 08:51:45.017086
文學經典怎麼讀：從 IB 中文到批判性閱讀,錢佳楠,#中譯、1. BoB,,無法評估,中文原創作品，面向 IB 中文教學，無法以英語學術資源評估,2026-01-12 08:51:45.036879
慾望莊園,Evelyn Waugh,#台版、1. fiction,5.0,學科經典,英國文學正典，二十世紀最偉大英文小說之一。原書名：Brideshead Revisited,2026-01-12 08:51:45.054073
被誤讀的哲學家：從笛卡兒、霍布斯到盧梭，九位啟蒙時代重要思想家對現世的影響,Anthony Gottlieb,#台版、2. philosophy,4.0,哲學史佳作,原名 The Dream of Enlightenment，啟蒙哲學導讀，《理性之夢》續作,2026-01-12 08:51:45.076437
文學批評的革命者,Terry Eagleton,#中譯、1. BoB,4.0,批評史佳作,2022 Yale 出版，Guardian 稱「令人振奮」，回顧英國批評傳統五大家,2026-01-12 08:51:45.117442
全能學習法：什麼都能學，什麼都能精,Peter Hollins,#中譯、2. methodology,2.0,流行暢銷,自助學習類暢銷書，缺乏原創研究與學術認可,2026-01-12 08:51:45.136523
批評批評家,T. S. Eliot,#中譯、1. BoB,5.0,批評經典,1961 艾略特最後講座集，諾貝爾獎得主的批評遺產，文學批評史里程碑,2026-01-12 08:51:45.149531
追憶似水年華 7：重現的時光,Marcel Proust,#台版、1. classic,5.0,學科經典,同上系列。原書名：In Search of Lost Time,2026-01-12 08:51:45.169165
追憶似水年華 1：在斯萬家那邊,Marcel Proust,#台版、1. classic,5.0,學科經典,二十世紀最偉大文學作品，現代主義文學聖經。原書名：In Search of Lost Time,2026-01-12 08:51:45.200008
追憶似水年華 2：在花樣少女倩影下,Marcel Proust,#台版、1. classic,5.0,學科經典,同上系列。原書名：In Search of Lost Time,2026-01-12 08:51:45.228119
追憶似水年華 3：蓋爾芒特那邊,Marcel Proust,#台版、1. classic,5.0,學科經典,同上系列。原書名：In Search of Lost Time,2026-01-12 08:51:45.259184
追憶似水年華 4：所多瑪和蛾摩拉,Marcel Proust,#台版、1. classic,5.0,學科經典,同上系列。原書名：In Search of Lost Time,2026-01-12 08:51:45.286888
追憶似水年華 5：女囚,Marcel Proust,#台版、1. classic,5.0,學科經典,同上系列。原書名：In Search of Lost Time,2026-01-12 08:51:45.317727
追憶似水年華 6：消失的艾貝婷,Marcel Proust,#台版、1. classic,5.0,學科經典,同上系列。原書名：In Search of Lost Time,2026-01-12 08:51:45.347538
書與鑰匙的季節,米澤穗信,#中譯、1. fiction,1.0,無法評估,日文原創推理小說，英語世界無評價資源。,2026-01-16 05:21:50.820000
簡單致富：實現財務自由與富足人生的路線圖,J.L. Collins,#中譯、3. money,4.0,FIRE 經典,原名 The Simple Path to Wealth，FIRE 運動代表作，源自知名部落格,2026-01-16 05:21:50.848395
人生的意義,Terry Eagleton,#中譯、2. philosophy,3.0,哲學小品,原名 The Meaning of Life，文化批評大家，簡短哲學探索,2026-01-26 11:51:02.754665
逃避自由,Erich Fromm,#台版、2. philosophy、紙本書,5.0,社會心理經典,原名 Escape from Freedom，1941 年出版，極權主義心理分析經典,2025-07-18 08:49:13
哲學珍寶櫃：關於生活的有趣故事,Roman Krznaric,#台版、2. philosophy,3.0,哲學普及,生活哲學故事集，通俗易讀,2026-01-28 04:07:35.789563
川普：交易的藝術,Donald Trump| Tony Schwartz,#台版、1. bio,3.0,爭議作品,原名 The Art of the Deal，代筆者後來公開反悔，歷史文件但品質爭議,2026-01-28 04:07:38.899418
無人知曉的藝術家之淚與宰桐義大利麵,朴相映,#台版、1. fiction,,無法評估,韓文原創作品，英語世界無評價資源。,2026-01-28 04:07:43.784585
變成自己想望的大人,侯文詠,#台版、1. non-fiction,,無法評估,中文原創作品，無法以英語學術資源評估,2026-01-28 04:07:47.032649
一個瑜伽行者的自傳,Paramhansa Yogananda,#台版、2. mind、#PDF,3.0,靈性暢銷經典,20 世紀百大靈性書籍，翻譯 50 語言，賈伯斯最愛，非學術經典,2026-01-28 04:08:05.328082
史蒂芬．金談寫作,Stephen King,#台版、1. non-fiction、#PDF,5.0,寫作指南經典,2000 年出版，Entertainment Weekly 新經典 #21，20 週年紀念版，與《風格的要素》並列寫作必讀,2026-01-28 04:08:05.456845
沉靜的美國人,Graham Greene,#台版、1. fiction、#PDF,5.0,學科經典,英國文學正典，越戰預言之作，Greene代表作之一。原書名：The Quiet American,2026-01-28 04:08:05.476764
閱讀的至樂,John Carey,#中譯、1. BoB、#PDF,3.0,通俗批評,Oxford 教授反菁英論述，文學優越論，Guardian/Washington Post 討論熱烈,2026-01-28 04:08:05.530077
羅斯金論繪畫 ：線條、光線和色彩,John Ruskin,#中譯、3. aesthetic/design、#PDF,5.0,學科經典,藝術教育經典。原書 The Elements of Drawing (1857) 影響深遠,2026-01-28 04:08:05.569181
晚間娛樂：推理不必入門書,張亦絢,#台版、1. non-fiction,,,,2026-02-04 07:39:38.980388
自由的窄廊：國家與社會如何決定自由的命運,Daron Acemoglu| James A. Robinson,#台版、2. sociology/science,4.0,領域內重要作品,諾獎得主Acemoglu續作，延伸《國家為什麼會失敗》理論框架，重要但不及前作經典地位。,2026-02-04 07:39:39.115866
自我技術-福柯文選 III,Michel Foucault,#中譯、2. philosophy、#PDF,4.0,領域內重要作品,晚期Foucault核心文本，探討自我治理技術，為治理術研究重要參考。,2026-02-04 07:39:39.251336
哲學論述,Michel Foucault,#台版、2. philosophy、#PDF,3.0,好評但非經典,非 Foucault 生前發表的核心著作，屬學術檔案性,2026-02-04 07:39:39.285420
薛西弗斯的神話,Albert Camus,#台版、2. philosophy、#PDF,5.0,學科經典/必讀之作,諾獎得主Camus奠基之作，荒謬哲學正典，哲學系必讀文本，影響力跨越文學與哲學。,2026-02-04 07:39:39.310763
Benedictus: A Book Of Blessings,John O'Donohue,2. philosophy、#原文書,3.0,暢銷佳作,愛爾蘭詩人/哲學家遺作，靈性文學暢銷書，一般讀者好評但非學術哲學或文學經典,2026-02-13 09:16:57.104659
小說如何思考：個人主義的限度（1719—1900）,Nancy Armstrong,#中譯、2. methodology,4.0,學術佳作,How Novels Think(2005)，Duke 英文系教授，Desire and Domestic Fiction 作者，小說理論重要著作,2026-02-13 09:25:36.723836
心智生命,Hannah Arendt,#台版、1. non-fiction,5.0,哲學正典,The Life of the Mind(1978)遺作，Arendt 最後重要哲學著作，探討思考/意志/判斷，政治哲學必讀,2026-02-13 09:25:41.922682
懂語感，無痛學好任一種外語,游皓雲,#台版、3. language,,,,2026-02-13 09:25:45.582813
火星紀事,Ray Bradbury,#台版、1. fiction,5.0,學科經典,The Martian Chronicles(1950)，美國科幻文學經典，大學文學課程常選讀物，持續影響 75 年,2026-02-13 09:25:47.836682
辛波絲卡全集,Wisława Szymborska,#台版、1. non-fiction,5.0,文學正典,1996 諾貝爾文學獎得主，20 世紀最重要波蘭詩人之一，詩作廣受學術界研究與教學引用,2026-02-13 09:26:27.333296
黃銅判決,Michael Connelly,#中譯、1. fiction,3.0,暢銷佳作,2009 Anthony Award Best Novel，Lincoln Lawyer 系列第二部，PW 星級書評，類型小說頂尖但非文學經典,2026-02-20 06:16:53.068000
瓢蟲,伊坂幸太郎,#台版、1. fiction,3.0,暢銷佳作,原名 Grasshopper(2004)，直木賞提名，Bullet Train 前傳，日本類型文學名家，英語學術關注有限,2026-02-20 06:16:53.160666
熊鎮,Fredrik Backman,#中譯、1. fiction,3.0,暢銷好評,《Beartown》，暢銷小說，好評但屬通俗文學，非文學經典,2026-03-02 04:31:52.151009
失樂園,John Milton,#台版、1. classic,5.0,學科經典,《Paradise Lost》，英語文學正典，史詩巨作，西方文學史地位無可撼動,2026-03-02 04:31:52.261828
關鍵詞200：文學與批評研究的通用辭彙編,廖炳惠,#中譯、紙本書、📚文學導論、#PDF,,,,2026-03-02 04:31:52.716116
西洋文學批評史,William K. Wimsatt Jr| Cleanth Brooks,#台版、📚文學導論、#PDF,4.0,領域重要作品,《Literary Criticism: A Short History》，新批評代表人物合著，文學批評史重要參考書,2026-03-02 04:31:52.785262
摹仿論∶西方文學中所描繪的現實,Erich Auerbach,#中譯、📚文學導論、#PDF,5.0,學科經典,《Mimesis》，比較文學與文學批評的奠基經典，人文學科必讀，影響力跨越80年不衰,2026-03-02 04:31:52.829375
幻滅,Honoré de Balzac,#中譯、1. classic,5.0,文學經典,《人間喜劇》核心作品，19 世紀法國文學巔峰之一，寫實主義小說奠基經典,2026-03-16 08:19:32.906039
鋼鐵烈焰,Rebecca Yarros,#台版、1. fiction,2.0,流行暢銷,Fourth Wing 續集，NYT 即時暢銷，但文學性與前作相同，屬 romantasy 類型消遣,2026-03-16 08:19:32.927907
追問人的條件：鄂蘭文集4,Hannah Arendt,#台版、2. sociology/science,5.0,哲學正典,Arendt 為 20 世紀最重要政治哲學家之一，著作為政治思想必讀，此為中文編選文集,2026-03-16 08:19:32.954005
費曼的主張,Richard P. Feynman,#台版、1. bio,3.0,名人科普,1963 年演講集，1998 年遺作出版，Feynman 本人未授權，評價兩極，非其代表作,2026-03-16 08:19:32.977048
論心靈之安寧,Seneca,2. philosophy、2. mind,5.0,哲學正典,斯多噶哲學核心文本，西元 49-62 年著，兩千年持續被研讀引用，哲學史經典,2026-03-16 08:19:33.002343
第四翼,Rebecca Yarros,#台版、1. fiction,2.0,流行暢銷,NYT 暢銷榜 65 週，BookTok 現象級作品，但學術/文學評價極低，屬類型消遣讀物,2026-03-16 08:19:33.017687
物質生活,Marguerite Duras,#中譯、1. non-fiction,4.0,領域重要作品,Duras 重要散文集，Prix Goncourt 得主之作，Rachel Kushner 推薦為 Duras 最佳作品之一,2026-03-16 08:19:33.034853
其中一句是謊言,金愛爛,#台版、1. fiction,,無法評估,韓國當代重要作家，多項韓國文學獎，但此書為 2024 韓文新作，尚無英譯,2026-03-16 08:19:33.051189
正午惡魔：憂鬱症的全面圖像,Andrew Solomon,#台版、2. mind,5.0,學科經典,2001 National Book Award，Pulitzer 決選，翻譯 24 種語言，憂鬱症書寫里程碑,2026-03-16 08:19:33.070575
換位,David Lodge,#中譯、1. fiction,4.0,領域重要作品,1975 Hawthornden Prize，Lodge 學院三部曲首作，campus novel 類型重要奠基作品,2026-03-16 08:19:33.082532
小世界,David Lodge,#中譯、1. fiction,5.0,學科經典,1984 Booker Prize 入圍，英語學院小說 (campus novel) 經典，文學理論之諷刺巔峰,2026-03-16 08:19:33.097274
希臘語課,韓江,#台版、1. fiction,4.0,領域重要作品,2024 諾貝爾文學獎得主韓江作品，Kirkus/PW 星級書評，NYT 編輯選書，非其最佳但仍屬重要,2026-03-16 08:19:33.113472
冷戰,Robert J. McMahon,#台版、2. monde、2. sociology/science,4.0,領域重要作品,Oxford VSI 系列已出第二版，Ohio State 歷史學教授，Vanderbilt 學者讚譽為同類最佳,2026-03-16 08:19:33.126613
共產主義,Leslie Holmes,#台版、2. monde、2. sociology/science,3.0,優秀普及作品,Oxford VSI 系列，Melbourne 政治學教授所著，學術可靠入門讀物，非該領域經典,2026-03-16 08:19:33.274535
多元文化主義,Ali Rattansi,#台版、2. sociology/science,3.0,優秀普及作品,Oxford VSI 系列，UCL 社會學教授所著，學術可靠的入門讀物但非該領域經典理論著作,2026-03-16 08:19:33.296625
看不見的圖書館1 消失的珍本書,Genevieve Cogman,#台版、1. fiction,3.0,暢銷佳作,受讀者歡迎的奇幻系列首作，N.K. Jemisin 推薦，Publishers Weekly 好評，無重要文學獎項,2026-03-24 08:06:01.329092
